no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,2,1,4,0,0,5,135,2018,5,7,4,0,0.0,0.0,171.20299660050236,0,0
2,0,0,3,2,0,0,16,2018,3,8,4,0,0.0,0.0,83.35813770938034,0,0
2,0,0,2,0,0,1,40,2018,9,7,4,0,0.0,0.0,148.54419817000152,0,0
2,0,1,2,0,0,4,78,2018,5,15,4,0,0.0,0.0,187.34004111902354,0,0
2,0,2,3,1,0,0,26,2017,9,17,4,0,0.0,0.0,119.3405652155912,1,0
2,0,2,0,3,0,0,35,2018,5,22,3,0,0.0,0.0,94.24822971392767,0,0
2,0,0,2,0,0,0,244,2018,7,19,3,0,0.0,0.0,74.63980379391734,0,0
1,0,0,3,0,0,0,163,2018,10,1,4,0,0.0,0.0,109.50715951929615,0,0
2,0,1,4,0,0,0,278,2018,12,22,4,0,0.0,0.0,73.95,0,0
2,0,1,4,1,0,0,311,2018,11,25,3,0,0.0,0.0,60.52219299595163,0,0
2,0,0,3,0,0,2,104,2018,4,27,4,0,0.0,0.0,104.4230217386032,0,0
2,0,0,2,0,0,0,28,2018,7,29,4,0,0.0,0.0,118.18559833476297,0,0
2,0,1,1,0,0,1,38,2018,4,19,4,0,0.0,0.0,118.24208645938978,0,0
2,0,1,0,0,0,0,189,2018,6,13,4,0,0.0,0.0,105.67419769005146,0,0
2,0,1,0,0,0,0,124,2017,6,26,4,0,0.0,0.0,85.39226593120027,0,0
2,0,1,3,0,0,0,39,2018,8,29,4,0,0.0,0.0,111.80984500531521,0,0
2,0,0,2,0,0,3,34,2018,9,10,4,0,0.0,0.0,150.60434912836396,0,0
2,0,2,2,0,0,3,33,2018,9,2,4,0,0.0,0.0,123.8419555107208,0,0
2,0,0,3,0,0,0,130,2018,7,2,4,0,0.0,0.0,105.3,0,0
1,0,0,1,0,0,2,4,2018,4,20,2,0,0.0,0.0,90.24741530295212,0,0
1,0,0,1,0,0,0,155,2018,7,11,3,0,0.0,0.0,108.95903456875031,0,0
2,0,0,2,1,0,0,256,2018,6,15,3,0,0.0,0.0,111.1973638874012,0,0
3,0,1,1,0,0,0,144,2018,7,22,4,0,0.0,0.0,137.7,0,0
2,0,0,3,1,0,0,77,2018,3,30,4,0,0.0,0.0,80.90558549514586,0,0
2,0,0,1,0,0,0,31,2018,7,8,4,0,0.0,0.0,135.9,0,0
2,0,1,4,0,0,0,10,2017,8,12,4,0,0.0,0.0,136.1337166576938,1,0
2,0,2,2,0,0,0,74,2017,10,30,4,0,0.0,0.0,76.75164148803373,0,0
1,0,0,1,0,0,0,16,2018,2,6,4,0,0.0,0.0,84.0735164412976,0,0
2,0,1,3,0,0,0,8,2017,7,30,4,0,0.0,0.0,109.0,1,0
2,0,0,1,0,0,0,61,2018,8,21,4,0,0.0,0.0,100.73748310741234,0,0
2,0,1,3,0,0,1,171,2018,7,25,3,0,0.0,0.0,130.02590813732118,0,0
2,0,1,0,0,0,0,81,2017,10,29,4,0,0.0,0.0,85.73363737291022,1,0
3,0,1,4,1,0,3,176,2018,8,15,4,0,0.0,0.0,179.97999610660685,0,0
2,0,0,3,3,0,0,48,2018,10,3,4,0,0.0,0.0,108.0,0,0
3,0,0,2,0,0,3,155,2018,8,7,4,0,0.0,0.0,149.28432092868857,0,0
2,0,0,3,1,0,0,191,2018,9,6,4,0,0.0,0.0,96.73930612530722,0,0
2,0,0,4,0,0,0,224,2018,9,14,4,0,0.0,0.0,119.85,1,0
2,0,1,3,0,0,0,160,2017,5,8,4,0,0.0,0.0,72.88023755079841,0,0
2,0,2,1,0,0,0,166,2018,7,27,4,0,0.0,0.0,96.73782221287975,0,0
2,1,0,1,1,0,0,184,2018,8,17,4,0,0.0,0.0,164.25,1,0
2,1,1,1,0,0,5,35,2018,4,16,4,0,0.0,0.0,178.9881864197003,0,0
2,0,1,4,0,0,0,16,2018,11,12,4,0,0.0,0.0,102.9143110327568,0,0
1,0,0,2,0,0,1,74,2018,10,21,4,0,0.0,0.0,113.57460023492389,0,0
2,0,2,3,0,0,0,213,2018,12,29,4,0,0.0,0.0,90.984932974803,0,0
1,0,1,2,0,0,3,27,2018,5,20,4,0,0.0,0.0,138.30183879596223,0,0
2,0,0,2,3,0,0,59,2018,4,26,4,0,0.0,0.0,98.18637608194638,0,0
2,0,0,3,0,0,3,94,2018,10,20,4,0,0.0,0.0,132.3,0,0
2,1,1,1,0,0,4,20,2018,4,11,4,0,0.0,0.0,195.3301256662511,0,0
2,0,1,2,0,0,3,10,2018,8,2,4,0,0.0,0.0,155.24189022188636,0,0
2,0,0,3,0,0,0,222,2018,8,30,4,0,0.0,0.0,96.31865900221416,1,0
2,0,0,3,0,0,2,10,2018,2,16,4,0,0.0,0.0,130.2297859701889,0,0
2,0,0,3,0,0,0,183,2018,8,8,3,0,0.0,0.0,110.22500826647618,1,0
1,0,0,0,0,0,0,228,2018,6,4,3,0,0.0,0.0,5.226223396528411,0,0
2,0,1,3,0,0,0,184,2018,9,26,4,0,0.0,0.0,105.96777404762237,1,0
2,1,1,3,0,0,5,39,2018,4,22,4,0,0.0,0.0,176.54539610220107,0,0
2,0,0,1,0,0,0,90,2018,5,6,4,0,0.0,0.0,127.0928700650906,0,0
2,0,0,2,0,0,3,191,2018,8,19,4,0,0.0,0.0,138.82017151549675,0,0
2,0,0,0,1,0,0,19,2018,7,2,4,0,0.0,0.0,119.67125770587411,0,0
2,0,1,2,3,0,0,179,2018,7,17,4,0,0.0,0.0,80.91233404794517,0,0
2,0,2,5,0,0,0,113,2018,6,14,4,0,0.0,0.0,120.33587113462805,0,0
2,0,0,3,0,0,2,168,2018,5,24,4,0,0.0,0.0,122.57703684318476,0,0
1,0,1,2,0,0,3,268,2018,10,21,2,0,0.0,0.0,105.94724926092651,0,0
2,0,0,2,2,0,0,62,2018,3,20,4,0,0.0,0.0,95.73808115889054,0,0
2,0,0,3,0,0,0,205,2018,9,8,4,0,0.0,0.0,126.9,1,0
2,0,1,2,0,0,3,162,2018,8,20,4,0,0.0,0.0,139.4698135788671,1,0
2,0,0,4,0,0,0,156,2018,7,2,4,0,0.0,0.0,99.28057133246948,0,0
2,0,0,2,0,0,0,317,2018,8,15,4,0,0.0,0.0,118.63766407983452,0,0
1,0,2,5,2,0,0,140,2018,8,19,4,0,0.0,0.0,118.65028891716479,1,0
1,0,2,2,0,0,3,86,2018,10,5,4,0,0.0,0.0,146.6546817662074,0,0
2,0,0,3,1,0,0,34,2018,3,24,4,0,0.0,0.0,124.8777688433663,0,0
1,0,0,1,0,0,0,87,2017,9,11,2,0,0.0,0.0,89.99272473380772,0,0
2,0,1,2,2,0,0,24,2017,9,3,4,0,0.0,0.0,116.20503360910067,0,0
3,0,1,2,0,0,3,16,2018,4,14,4,0,0.0,0.0,155.0289148484363,0,0
1,0,0,1,0,0,1,193,2018,7,15,4,0,0.0,0.0,86.64464633714823,0,0
2,0,0,4,0,0,0,92,2018,4,4,3,0,0.0,0.0,90.39048695818764,0,0
2,0,1,3,0,0,3,83,2018,3,24,4,0,0.0,0.0,93.83506721035398,0,0
2,2,0,2,0,0,5,29,2018,9,18,4,0,0.0,0.0,210.5666485722055,0,0
1,0,3,10,0,0,0,1,2017,7,10,3,0,0.0,0.0,106.84245860598011,0,0
2,0,0,2,0,0,3,60,2018,10,18,4,0,0.0,0.0,125.90123481124066,0,0
2,0,2,4,0,0,0,170,2018,7,30,4,0,0.0,0.0,112.36281821885076,0,0
2,0,0,2,0,0,3,184,2018,10,4,4,0,0.0,0.0,122.4,0,0
2,0,0,2,1,0,0,33,2018,8,11,4,0,0.0,0.0,124.56723375550592,0,0
1,0,0,1,0,0,0,181,2018,10,11,3,0,0.0,0.0,120.0,0,0
2,0,1,2,0,0,5,44,2018,6,13,4,0,0.0,0.0,191.90085696913494,0,0
1,0,0,1,1,0,0,18,2018,3,4,4,0,0.0,0.0,84.44627176860163,0,0
2,0,1,1,3,0,0,18,2018,5,7,4,0,0.0,0.0,113.93207009241445,0,0
2,0,0,2,0,0,0,38,2018,4,24,4,0,0.0,0.0,134.36218980840604,0,0
2,0,1,2,0,0,0,104,2018,5,22,4,0,0.0,0.0,120.21803845915234,0,0
2,0,0,3,0,0,0,5,2018,5,2,4,0,0.0,0.0,137.58455008610605,0,0
2,0,1,2,0,0,3,163,2018,8,18,4,0,0.0,0.0,140.78815157290654,0,0
2,0,1,2,2,0,0,115,2017,5,1,3,0,0.0,0.0,89.68997183524907,0,0
2,0,0,3,0,0,3,38,2018,3,21,4,0,0.0,0.0,120.2486833097958,0,0
2,0,0,2,1,0,0,56,2018,5,10,4,0,0.0,0.0,114.71198212182796,0,0
1,0,2,2,0,0,0,209,2018,10,6,4,0,0.0,0.0,153.27010480734305,1,0
2,0,1,4,3,0,0,171,2018,7,9,4,0,0.0,0.0,80.75,0,0
2,0,2,2,1,0,0,28,2018,5,13,4,0,0.0,0.0,125.95587665619749,0,0
1,0,0,3,0,0,3,33,2018,10,10,4,0,0.0,0.0,149.97716842201334,0,0
2,0,0,1,0,0,0,24,2018,3,23,4,0,0.0,0.0,158.92359443248523,0,0
2,0,0,2,0,0,0,164,2018,7,5,4,0,0.0,0.0,106.35431118332446,1,0
2,0,0,1,3,0,0,0,2018,4,19,4,0,0.0,0.0,88.63566095425934,0,0
1,0,0,4,2,0,0,28,2018,11,15,4,0,0.0,0.0,74.8,0,0
2,0,1,2,2,0,0,115,2017,6,1,4,0,0.0,0.0,91.37975839688538,0,0
1,0,0,1,0,0,0,11,2018,5,8,4,0,0.0,0.0,142.62555782221435,0,0
2,0,1,0,0,0,0,5,2018,8,20,4,0,0.0,0.0,166.91790751797183,0,0
3,0,1,3,0,0,3,158,2018,9,26,4,0,0.0,0.0,123.08393874597121,1,0
1,0,0,0,3,0,0,4,2018,10,2,4,0,0.0,0.0,140.0,0,0
2,0,1,2,0,0,5,42,2018,5,14,4,0,0.0,0.0,196.37180893745315,0,0
1,0,0,1,0,0,2,78,2018,3,4,4,0,0.0,0.0,88.1187182234047,0,0
1,0,0,2,0,0,0,89,2017,11,17,4,0,0.0,0.0,65.20625862786218,0,0
2,0,0,2,0,0,0,295,2018,5,12,3,0,0.0,0.0,74.0028051407497,0,0
2,0,1,2,1,0,0,95,2017,7,11,4,0,0.0,0.0,94.5,0,0
2,0,0,1,0,0,0,109,2017,8,21,4,0,0.0,0.0,76.5,1,0
3,0,0,3,0,0,3,175,2018,8,2,4,0,0.0,0.0,130.05,1,0
2,0,0,1,0,0,0,90,2018,10,7,4,0,0.0,0.0,121.21254337544578,1,0
1,0,0,3,0,0,0,203,2018,10,20,4,0,0.0,0.0,95.81141311744723,1,0
2,0,1,1,0,0,0,102,2018,7,18,4,0,0.0,0.0,135.93133694064304,1,0
2,0,1,2,0,0,0,136,2018,7,22,4,0,0.0,0.0,101.11450121009186,0,0
2,0,1,3,0,0,0,163,2018,7,1,4,0,0.0,0.0,97.52870810710503,0,0
1,0,0,1,0,0,0,0,2017,7,11,4,0,0.0,0.0,137.59073100941742,0,0
2,0,2,1,1,0,0,107,2018,8,20,3,0,0.0,0.0,96.90707390248022,0,0
3,0,0,1,0,0,3,0,2017,8,14,4,0,0.0,0.0,209.04482017532558,0,0
2,0,1,3,3,0,0,37,2018,3,3,4,0,0.0,0.0,73.1,0,0
2,0,3,6,2,0,0,186,2018,8,9,4,0,0.0,0.0,84.29017480290116,0,0
2,0,2,0,0,0,0,69,2017,3,12,4,0,0.0,0.0,78.17545381022057,0,0
3,0,0,3,0,0,4,232,2018,8,22,4,0,0.0,0.0,165.82425979959206,1,0
2,0,1,3,0,0,0,164,2018,7,6,4,0,0.0,0.0,98.32471133932181,0,0
2,0,0,3,0,0,0,104,2018,7,3,4,0,0.0,0.0,122.02827659790502,0,0
2,0,0,1,0,0,3,37,2018,4,27,4,0,0.0,0.0,140.30677007995672,0,0
2,0,0,2,0,0,3,58,2018,4,15,4,0,0.0,0.0,127.8119794287849,0,0
2,0,0,3,0,0,0,150,2018,6,19,4,0,0.0,0.0,106.86610145839221,0,0
2,0,1,3,0,0,1,52,2018,8,1,4,0,0.0,0.0,122.07886764742109,0,0
2,0,0,2,0,0,3,40,2018,3,24,4,0,0.0,0.0,139.6449201254379,0,0
2,0,0,3,0,0,3,92,2018,10,20,4,0,0.0,0.0,132.3,0,0
2,0,2,3,0,0,0,16,2018,10,27,4,0,0.0,0.0,97.89307021589181,0,0
2,0,0,2,0,0,0,48,2018,8,8,4,0,0.0,0.0,144.67781606370872,0,0
2,2,1,3,0,0,5,97,2018,9,22,4,0,0.0,0.0,185.37857318306155,0,0
2,0,0,2,3,0,0,64,2018,3,13,4,0,0.0,0.0,94.5,0,0
1,0,1,3,0,0,0,85,2017,8,6,3,0,0.0,0.0,75.77925278214747,0,0
2,2,1,2,1,0,5,145,2018,8,11,4,0,0.0,0.0,238.1935615311951,0,0
1,0,0,1,0,0,0,7,2018,3,4,4,0,0.0,0.0,94.97671020099381,0,0
2,0,1,2,0,0,0,280,2018,10,2,3,0,0.0,0.0,102.74776471252741,0,0
2,0,0,3,0,0,1,30,2018,9,14,4,0,0.0,0.0,136.4483305948832,0,0
2,0,0,1,0,0,3,65,2018,9,15,4,0,0.0,0.0,149.4,0,0
1,1,0,1,0,0,0,15,2018,2,7,4,0,0.0,0.0,83.54952859939667,0,0
2,0,0,2,1,0,0,202,2018,8,8,3,0,0.0,0.0,97.4143925658563,0,0
1,0,0,1,0,0,0,18,2018,9,23,4,0,0.0,0.0,159.0,1,0
2,0,1,3,0,0,2,66,2018,11,26,4,0,0.0,0.0,110.7188966549519,0,0
1,0,0,2,0,0,0,28,2018,5,19,2,0,0.0,0.0,97.01762711228024,0,0
2,0,0,2,0,0,2,86,2018,10,27,4,0,0.0,0.0,105.88488763665767,0,0
2,2,0,1,0,0,5,153,2018,8,19,4,0,0.0,0.0,186.3,0,0
1,0,2,1,3,0,0,70,2018,4,2,4,0,0.0,0.0,73.5680500135872,0,0
2,0,0,1,0,0,3,62,2018,5,27,4,0,0.0,0.0,140.4,0,0
2,0,1,2,0,0,3,54,2018,4,12,4,0,0.0,0.0,134.27660454058298,0,0
2,1,1,4,0,0,5,70,2018,4,5,4,0,0.0,0.0,202.40130779281728,0,0
2,0,0,2,0,0,1,196,2018,6,29,4,0,0.0,0.0,108.51757418916448,0,0
2,0,0,1,0,0,0,35,2018,9,26,4,0,0.0,0.0,133.080185390007,1,0
1,0,2,1,0,0,0,208,2018,10,5,4,0,0.0,0.0,154.30614723982296,1,0
2,0,1,3,1,0,4,99,2018,9,19,4,0,0.0,0.0,218.09554247344005,0,0
2,0,0,3,0,0,3,112,2018,10,25,3,0,0.0,0.0,115.4003253773693,0,0
0,1,0,3,0,0,0,156,2018,8,30,4,0,0.0,0.0,109.97292255968601,0,0
2,0,1,4,0,0,2,15,2018,4,29,4,0,0.0,0.0,128.8038947521593,0,0
2,0,1,0,0,0,2,63,2018,8,6,4,0,0.0,0.0,171.1680071161434,0,0
1,0,0,3,0,0,0,230,2018,8,24,4,0,0.0,0.0,90.91880208955546,0,0
2,0,1,4,2,0,0,111,2018,5,12,4,0,0.0,0.0,109.65,0,0
1,0,1,1,0,0,3,96,2017,8,27,3,0,0.0,0.0,123.63651142169209,0,0
2,0,0,3,0,0,1,154,2018,9,6,4,0,0.0,0.0,150.39600421558606,0,0
2,0,0,1,0,0,0,22,2017,9,2,4,0,0.0,0.0,105.0,0,0
2,0,1,2,0,0,1,149,2018,7,4,3,0,0.0,0.0,289.1214911989726,0,0
2,2,0,2,0,0,5,4,2018,5,20,4,0,0.0,0.0,202.70192418838775,0,0
2,0,0,4,3,0,0,204,2018,10,5,4,0,0.0,0.0,61.076453836516094,0,0
2,0,0,2,1,0,0,320,2018,8,18,3,0,0.0,0.0,115.0,0,0
2,0,1,1,1,0,0,180,2018,8,27,4,0,0.0,0.0,87.08618055006657,0,0
2,0,0,1,0,0,0,2,2018,5,27,4,0,0.0,0.0,139.0,0,0
1,0,1,0,0,0,0,110,2018,10,10,4,0,0.0,0.0,119.9732553753906,0,0
2,0,0,1,3,0,0,104,2018,7,15,4,0,0.0,0.0,94.5,0,0
1,0,2,4,0,0,3,3,2018,9,10,4,0,0.0,0.0,179.45751275811773,0,0
2,0,1,1,3,0,0,149,2018,4,9,4,0,0.0,0.0,86.99420721062634,0,0
1,0,0,1,0,0,0,163,2018,10,15,3,0,0.0,0.0,115.0,0,0
2,0,2,1,0,0,3,87,2018,3,28,4,0,0.0,0.0,158.73606605726397,0,0
2,0,1,3,0,0,3,298,2018,9,25,4,0,0.0,0.0,158.86807991268276,1,0
2,0,0,1,0,0,0,180,2018,7,1,4,0,0.0,0.0,96.82165124566515,1,0
2,0,2,1,3,0,0,253,2018,11,29,4,0,0.0,0.0,71.18452338814052,0,0
2,0,2,1,0,0,0,169,2018,7,28,4,0,0.0,0.0,98.50134908767585,0,0
1,0,0,0,1,0,0,6,2018,2,22,4,0,0.0,0.0,86.68708085532195,0,0
2,0,0,2,1,0,0,123,2018,4,15,4,0,0.0,0.0,87.11705111528191,0,0
2,0,0,2,0,0,3,30,2018,5,24,4,0,0.0,0.0,149.4,0,0
2,0,1,2,3,0,0,55,2018,4,26,4,0,0.0,0.0,78.32298995912359,0,0
2,2,1,2,0,0,5,9,2018,4,22,4,0,0.0,0.0,202.58260542045753,0,0
2,0,0,4,3,0,0,48,2018,11,15,4,0,0.0,0.0,74.8,1,0
2,0,1,4,3,0,0,111,2018,6,13,4,0,0.0,0.0,109.56374398575086,1,0
2,0,0,2,0,0,0,229,2018,10,19,4,0,0.0,0.0,94.51312723580523,0,0
1,0,1,2,2,0,4,60,2018,10,7,4,0,0.0,0.0,203.6213410174142,0,0
2,0,0,1,0,0,2,62,2018,10,18,4,0,0.0,0.0,102.3198082866862,0,0
2,0,0,4,2,0,0,159,2018,7,5,4,0,0.0,0.0,98.06802171083031,0,0
2,0,0,3,0,0,3,160,2018,6,13,4,0,0.0,0.0,137.59504101805493,0,0
2,0,1,1,0,0,1,125,2018,8,28,4,0,0.0,0.0,122.68609702908253,0,0
1,0,0,2,2,0,0,13,2018,7,30,3,0,0.0,0.0,118.8176732464462,0,0
2,0,1,1,0,0,3,61,2018,4,22,4,0,0.0,0.0,118.8,0,0
2,0,1,1,1,0,0,16,2018,3,17,4,0,0.0,0.0,107.70507060017808,0,0
2,0,0,3,0,0,0,80,2017,4,15,4,0,0.0,0.0,74.72921997128596,0,0
2,0,1,2,0,0,0,79,2018,3,24,4,0,0.0,0.0,88.83,0,0
2,2,1,2,0,0,2,116,2018,5,25,4,0,0.0,0.0,185.61886844875343,0,0
1,0,2,5,1,0,0,152,2018,7,17,4,0,0.0,0.0,91.28952256506466,0,0
1,0,1,1,0,0,0,131,2018,7,25,4,0,0.0,0.0,163.9923010462657,0,0
2,0,1,1,3,0,0,53,2018,2,27,4,0,0.0,0.0,80.09819430168753,0,0
2,0,0,4,0,0,3,87,2018,8,6,4,0,0.0,0.0,149.91699971007296,0,0
2,0,1,1,3,0,0,32,2018,8,7,4,0,0.0,0.0,125.1,0,0
1,0,1,1,3,0,0,25,2018,9,3,4,0,0.0,0.0,129.8838599626354,0,0
2,0,0,3,3,0,0,77,2018,3,29,4,0,0.0,0.0,74.95342752239483,0,0
2,0,0,3,0,0,2,150,2018,6,5,3,0,0.0,0.0,121.2501947934051,1,0
1,0,1,1,0,0,1,82,2018,4,8,3,0,0.0,0.0,99.6820104929477,0,0
2,0,2,0,0,0,0,146,2018,5,22,4,0,0.0,0.0,106.52324930255124,0,0
2,0,0,4,0,0,0,114,2018,5,11,4,0,0.0,0.0,109.65,0,0
1,0,1,0,0,0,0,38,2018,7,21,4,0,0.0,0.0,145.0384927330004,0,0
1,0,0,2,0,0,2,60,2018,4,15,3,0,0.0,0.0,128.38142042908817,0,0
2,0,0,2,0,0,0,45,2018,10,3,4,0,0.0,0.0,125.90472744969212,0,0
2,0,1,4,0,0,0,178,2017,8,1,4,0,0.0,0.0,111.93590413502966,0,0
1,0,1,2,0,0,0,34,2018,10,17,2,0,0.0,0.0,70.55590026671656,0,0
2,0,0,2,0,0,0,123,2017,7,12,4,0,0.0,0.0,76.39829999063559,0,0
2,0,0,2,3,0,0,213,2018,11,18,4,0,0.0,0.0,66.53688159537353,1,0
1,0,1,1,0,0,1,78,2018,10,10,4,0,0.0,0.0,119.49419830432036,0,0
1,0,2,6,0,0,0,80,2018,2,27,4,0,0.0,0.0,73.92448280814027,0,0
2,1,1,0,0,0,3,162,2018,7,4,4,0,0.0,0.0,165.43996178712314,0,0
2,0,1,2,0,0,1,132,2018,7,19,4,0,0.0,0.0,81.72124402623628,0,0
2,0,2,4,0,0,0,206,2018,9,6,4,0,0.0,0.0,102.69062368252708,0,0
2,0,0,3,0,0,3,112,2018,6,5,4,0,0.0,0.0,132.6,0,0
2,0,1,3,0,0,0,161,2018,10,1,3,0,0.0,0.0,109.01707120858677,1,0
2,0,2,4,1,0,0,288,2018,12,23,4,0,0.0,0.0,66.94657552052117,0,0
2,0,0,3,0,0,0,20,2017,10,1,4,0,0.0,0.0,102.12235504030656,1,0
2,0,0,1,0,0,0,139,2017,9,4,3,0,0.0,0.0,72.25,1,0
2,0,1,4,1,0,0,195,2018,9,8,4,0,0.0,0.0,106.80968390268136,1,0
2,0,0,1,2,0,0,55,2018,10,5,4,0,0.0,0.0,97.09328296641124,0,0
2,0,0,3,0,0,0,196,2018,8,25,3,0,0.0,0.0,112.0788869985393,0,0
3,0,0,2,0,0,3,145,2018,9,16,4,0,0.0,0.0,162.0,0,0
2,0,1,2,0,0,3,76,2018,7,7,4,0,0.0,0.0,129.4679341019885,0,0
2,0,1,6,0,0,0,189,2018,6,8,4,0,0.0,0.0,84.38547198265715,0,0
2,1,1,1,0,0,0,179,2018,7,23,4,0,0.0,0.0,112.5,0,0
2,0,1,1,0,0,2,59,2018,9,2,4,0,0.0,0.0,122.63699768895773,1,0
2,0,1,1,0,0,0,238,2018,9,22,4,0,0.0,0.0,95.09562636255328,0,0
2,0,1,0,0,0,1,251,2018,9,18,4,0,0.0,0.0,114.13961519159459,1,0
2,0,0,2,0,0,0,77,2018,3,23,4,0,0.0,0.0,97.8688370284847,0,0
1,0,0,3,1,0,0,202,2018,8,26,4,0,0.0,0.0,118.60739142189382,0,0
2,0,1,3,0,0,0,180,2018,9,10,4,0,0.0,0.0,113.74208744520516,0,0
2,0,0,1,1,0,0,33,2018,1,23,2,0,0.0,0.0,57.035431302872134,0,0
2,0,0,4,0,0,0,78,2017,10,30,4,0,0.0,0.0,88.42592206567485,1,0
2,0,0,1,3,0,0,47,2018,4,18,4,0,0.0,0.0,85.97451734459085,0,0
2,0,1,3,0,0,0,86,2018,10,30,4,0,0.0,0.0,90.06101849829173,0,0
2,0,0,3,3,0,0,50,2018,10,2,4,0,0.0,0.0,88.47429164496998,0,0
2,0,0,3,0,0,3,54,2018,3,21,4,0,0.0,0.0,130.62087235222978,0,0
2,1,1,0,0,0,0,155,2018,7,22,4,0,0.0,0.0,121.5,0,0
2,0,2,2,1,0,0,37,2018,8,26,4,0,0.0,0.0,167.42429288128426,0,0
2,0,0,2,0,0,0,132,2018,4,6,4,0,0.0,0.0,107.24625912619736,1,0
2,0,0,1,0,0,2,157,2018,9,7,3,0,0.0,0.0,132.93098025561943,0,0
2,0,0,1,2,0,0,54,2018,5,5,4,0,0.0,0.0,116.52608665763431,0,0
2,0,0,3,0,0,0,100,2017,6,5,4,0,0.0,0.0,93.98834358523176,1,0
1,0,1,4,0,0,0,153,2018,7,15,3,0,0.0,0.0,90.31684696291504,0,0
2,0,2,1,0,0,3,52,2018,5,9,4,0,0.0,0.0,114.78191708096213,0,0
2,0,0,3,0,0,1,213,2018,8,4,4,0,0.0,0.0,104.14887868429,1,0
2,0,1,4,0,0,2,50,2018,2,23,4,0,0.0,0.0,84.38443665122657,0,0
2,0,0,2,0,0,0,284,2018,9,12,4,0,0.0,0.0,119.27905613852754,0,0
1,0,0,3,0,0,2,59,2018,4,27,4,0,0.0,0.0,122.39195981274756,0,0
2,0,1,3,0,0,0,265,2018,12,26,4,0,0.0,0.0,73.95,0,0
2,0,0,1,3,0,0,42,2018,5,29,4,0,0.0,0.0,95.39568203421736,0,0
2,0,0,2,0,0,0,80,2017,6,15,4,0,0.0,0.0,76.44878180359507,0,0
2,1,2,2,0,0,5,303,2018,7,16,4,0,0.0,0.0,158.4,1,0
2,0,0,2,0,0,1,32,2018,6,28,4,0,0.0,0.0,152.56498703808995,0,0
2,0,1,1,0,0,0,7,2017,7,11,4,0,0.0,0.0,124.91901109291172,0,0
2,1,1,2,0,0,4,175,2018,9,27,4,0,0.0,0.0,162.846731574263,0,0
2,0,0,4,0,0,0,137,2018,8,28,4,0,0.0,0.0,87.98480554872876,0,0
1,0,1,2,0,0,1,115,2018,5,10,4,0,0.0,0.0,80.56832024047547,0,0
2,0,0,2,0,0,0,125,2017,8,4,3,0,0.0,0.0,74.31881510273178,0,0
2,0,0,2,2,0,0,107,2018,6,14,4,0,0.0,0.0,116.33020908525614,0,0
2,0,0,0,0,0,3,9,2018,7,22,4,0,0.0,0.0,165.42212596668483,0,0
2,0,1,1,2,0,0,155,2018,7,17,4,0,0.0,0.0,103.36027634248758,0,0
1,0,0,1,0,0,0,39,2018,2,16,4,0,0.0,0.0,72.68051701633671,0,0
2,1,2,3,0,0,5,164,2018,9,25,4,0,0.0,0.0,206.1837545740233,0,0
2,0,1,4,0,0,0,36,2018,3,8,4,0,0.0,0.0,81.9,0,0
1,0,1,3,0,0,0,174,2018,4,20,4,0,0.0,0.0,61.77167621738246,0,0
2,0,0,2,0,0,0,275,2018,9,23,3,0,0.0,0.0,115.9635255598206,0,0
2,0,1,1,0,0,0,180,2018,9,1,4,0,0.0,0.0,108.77227404217993,0,0
2,0,0,2,3,0,0,17,2018,3,11,4,0,0.0,0.0,97.0,0,0
2,0,2,1,0,0,0,55,2018,7,27,4,0,0.0,0.0,109.53783562751505,0,0
2,0,1,4,0,0,2,11,2018,3,29,4,0,0.0,0.0,139.2764468193174,0,0
2,0,0,1,0,0,0,121,2018,6,9,3,0,0.0,0.0,119.26379917776529,0,0
2,0,0,1,3,0,0,44,2018,2,12,4,0,0.0,0.0,68.30153724681642,0,0
2,0,0,2,2,0,0,88,2018,4,7,3,0,0.0,0.0,76.07610533310782,0,0
2,0,3,5,0,0,2,2,2018,2,26,4,0,0.0,0.0,150.69793711504218,0,0
2,0,0,2,0,0,1,4,2018,2,3,4,0,0.0,0.0,103.63886104534438,0,0
2,0,0,1,3,0,0,35,2018,2,12,4,0,0.0,0.0,67.5,0,0
2,0,0,4,3,0,0,59,2018,11,15,4,0,0.0,0.0,74.8,0,0
2,0,1,4,0,0,3,22,2018,6,25,4,0,0.0,0.0,164.8742365394674,0,0
2,0,1,1,0,0,3,45,2018,3,18,4,0,0.0,0.0,112.5,1,0
1,0,0,1,0,0,3,19,2018,6,8,4,0,0.0,0.0,156.0,0,0
2,0,0,2,0,0,0,117,2018,4,28,4,0,0.0,0.0,99.3021012641744,0,0
2,0,0,2,0,0,3,79,2018,8,12,4,0,0.0,0.0,168.3,0,0
2,0,0,1,0,0,3,9,2018,4,21,4,0,0.0,0.0,166.8621529582931,0,0
2,0,1,2,2,0,0,110,2018,9,10,4,0,0.0,0.0,118.8,2,0
2,0,0,3,0,0,1,129,2018,6,5,4,0,0.0,0.0,114.3,0,0
2,0,2,4,0,0,3,158,2018,6,20,4,0,0.0,0.0,178.32628366754423,0,0
